Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,DCF Version,Gene Name,Mouse Name,Mouse,Genotype,Sex,Birth Date,Assay Date,Age In Weeks,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,-,,-,,-,,-,,-,,-,,-,,-,Mouse Status,X Ray Equipment Name,X Ray Equipment Manufacturer,X Ray Equipment Model,Level Used,Core Strain,Full Strain
MAXZ,Hdac8 Knockout 1 EPD0028_1_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120926,MGP Select,V2,Hdac8,MAXZ61.1e,M01284268,+/+,Male,2012-09-28,2013-01-02,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MAXZ,Hdac8 Knockout 1 EPD0028_1_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120926,MGP Select,V2,Hdac8,MAXZ61.1f,M01284269,+/+,Male,2012-09-28,2013-01-02,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MDVQ,Fyn Knockout 1 EPD0682_4_D03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Fyn,MDVQ23.2a,M01192647,+/+,Male,2012-06-29,2012-10-03,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDVQ,Fyn Knockout 1 EPD0682_4_D03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Fyn,MDVQ23.2d,M01192650,+/+,Male,2012-06-29,2012-10-03,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDVQ,Fyn Knockout 1 EPD0682_4_D03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Fyn,MDVQ23.2b,M01192648,+/+,Male,2012-06-29,2012-10-03,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEGU,Lonrf3 tm1a(KOMP)Wtsi EPD0131_6_C01 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120706,MGP Select,V2,Lonrf3,MEGU16.1a,M01203877,+/+,Male,2012-07-06,2012-10-10,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEGU,Lonrf3 tm1a(KOMP)Wtsi EPD0131_6_C01 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120706,MGP Select,V2,Lonrf3,MEGU16.1b,M01203878,+/+,Male,2012-07-06,2012-10-10,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCKW,Kifap3 Knockout 1 EPD0320_1_E08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120329,MGP Select,V2,Kifap3,MCKW56.3a,M01106664,+/+,Male,2012-03-30,2012-07-04,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCKW,Kifap3 Knockout 1 EPD0320_1_E08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120329,MGP Select,V2,Kifap3,MCKW56.3e,M01106668,+/+,Male,2012-03-30,2012-07-04,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCKW,Kifap3 Knockout 1 EPD0320_1_E08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120329,MGP Select,V2,Kifap3,MCKW56.3b,M01106665,+/+,Male,2012-03-30,2012-07-04,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MDXZ,Cmtm6 Knockout 1 EPD0497_3_D07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Cmtm6,MDXZ20.1d,M01120544,+/+,Male,2012-04-12,2012-07-17,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXZ,Cmtm6 Knockout 1 EPD0497_3_D07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Cmtm6,MDXZ20.1e,M01120545,+/+,Male,2012-04-12,2012-07-17,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCTQ,Cbx6 Knockout 1 EPD0445_7_A03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120422,MGP Select,V2,Cbx6,MCTQ71.1d,M01140459,+/+,Male,2012-04-26,2012-07-31,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(50%);C57BL/6NTac(50%)
MCTQ,Cbx6 Knockout 1 EPD0445_7_A03,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120422,MGP Select,V2,Cbx6,MCTQ71.1b,M01140457,+/+,Male,2012-04-26,2012-07-31,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(50%);C57BL/6NTac(50%)
MELP,3110035E14Rik tm1a(KOMP)Wtsi EPD0684_4_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120418,MGP Select,V2,3110035E14Rik,MELP16.1e,M01132585,+/+,Male,2012-04-19,2012-07-25,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MBXP,Fahd2a Knockout First EPD0031_2_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120210,MGP Select,V2,Fahd2a,MBXP57.1a,M01065885,+/+,Male,2012-02-10,2012-05-16,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MBXP,Fahd2a Knockout First EPD0031_2_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120210,MGP Select,V2,Fahd2a,MBXP57.1d,M01065888,+/+,Male,2012-02-10,2012-05-16,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(12.5%);C57BL/6NTac(87.5%)
MDYP,Ralgps2 Knockout 1 EPD0593_4_D01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120210,MGP Select,V2,Ralgps2,MDYP19.1a,M01070398,+/+,Male,2012-02-10,2012-05-16,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAH,Ripk4 Knockout 1 EPD0521_3_G01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111123,MGP Select,V2,Ripk4,MDAH36.1a,M00997932,+/+,Male,2011-11-24,2012-02-28,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAH,Ripk4 Knockout 1 EPD0521_3_G01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111123,MGP Select,V2,Ripk4,MDAH36.1b,M00997933,+/+,Male,2011-11-24,2012-02-28,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAH,Ripk4 Knockout 1 EPD0521_3_G01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111123,MGP Select,V2,Ripk4,MDAH36.1c,M00997934,+/+,Male,2011-11-24,2012-02-28,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3a,M01026140,+/+,Male,2011-12-28,2012-04-02,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLX,Dlg2 Knockout 1 EPD0635_5_E12,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Dlg2,MDLX24.1a,M01097154,+/+,Male,2012-03-10,2012-06-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLX,Dlg2 Knockout 1 EPD0635_5_E12,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Dlg2,MDLX24.1f,M01097159,+/+,Male,2012-03-10,2012-06-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLX,Dlg2 Knockout 1 EPD0635_5_E12,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Dlg2,MDLX24.1c,M01097156,+/+,Male,2012-03-10,2012-06-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDLX,Dlg2 Knockout 1 EPD0635_5_E12,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120310,MGP Select,V2,Dlg2,MDLX24.1b,M01097155,+/+,Male,2012-03-10,2012-06-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDEF,Lrrc67 Knockout 1 EPD0302_3_G05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111219,MGP Select,V2,Lrrc67,MDEF23.2c,M01024843,+/+,Male,2011-12-22,2012-03-28,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDEF,Lrrc67 Knockout 1 EPD0302_3_G05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111219,MGP Select,V2,Lrrc67,MDEF23.2d,M01024844,+/+,Male,2011-12-22,2012-03-28,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDEF,Lrrc67 Knockout 1 EPD0302_3_G05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111219,MGP Select,V2,Lrrc67,MDEF23.2a,M01024841,+/+,Male,2011-12-22,2012-03-28,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3e,M01026144,+/+,Male,2011-12-28,2012-04-02,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDNJ,Syt1 Knockout 1 EPD0214_1_H11 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20111228,MGP Select,V2,Syt1,MDNJ8.3b,M01026141,+/+,Male,2011-12-28,2012-04-02,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDWY,Coro1c Knockout 1 EPD0343_2_A06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130227,MGP Select,V2,Coro1c,MDWY43.2f,M01426565,+/+,Male,2013-02-28,2013-06-04,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1c,M01405157,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1e,M01405159,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1b,M01405156,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX64.1f,M01405160,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX61.1e,M01405138,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX61.1c,M01405136,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDTX,Dmxl2 Knockout 1 EPD0431_3_A05,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130207,MGP Select,V2,Dmxl2,MDTX61.1d,M01405137,+/+,Male,2013-02-07,2013-05-14,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MCEC,Vangl1 Knockout First EPD0164_3_G07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120615,MGP Select,V2,Vangl1,MCEC82.3c,M01182626,+/+,Male,2012-06-13,2012-09-18,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N(25%);C57BL/6NTac(75%)
MDXG,Rab5c Knockout 1 EPD0089_2_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Rab5c,MDXG30.2c,M01381379,+/+,Male,2013-01-18,2013-04-25,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXG,Rab5c Knockout 1 EPD0089_2_A04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Rab5c,MDXG30.2a,M01381377,+/+,Male,2013-01-18,2013-04-25,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEFL,Ints2 tm1a(KOMP)Wtsi EPD0205_3_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Ints2,MEFL21.2c,M01381351,+/+,Male,2013-01-18,2013-04-25,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEFL,Ints2 tm1a(KOMP)Wtsi EPD0205_3_C04,C57BL/6N;C57BL/6NTac,B6N MGP Select 20130117,MGP Select,V2,Ints2,MEFL21.2a,M01381349,+/+,Male,2013-01-18,2013-04-25,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXP,Tcf4 Knockout 1 EPD0103_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Tcf4,MDXP25.1a,M01192775,+/+,Male,2012-06-28,2012-10-03,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXP,Tcf4 Knockout 1 EPD0103_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Tcf4,MDXP25.1e,M01192779,+/+,Male,2012-06-28,2012-10-03,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDXP,Tcf4 Knockout 1 EPD0103_3_A07,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120628,MGP Select,V2,Tcf4,MDXP25.1c,M01192777,+/+,Male,2012-06-28,2012-10-03,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEPM,Cyp20a1 tm1a(EUCOMM)Wtsi EPD0535_1_F10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120822,MGP Select,V2,Cyp20a1,MEPM13.1c,M01247075,+/+,Male,2012-08-22,2012-11-27,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MEPM,Cyp20a1 tm1a(EUCOMM)Wtsi EPD0535_1_F10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120822,MGP Select,V2,Cyp20a1,MEPM14.1b,M01247095,+/+,Male,2012-08-22,2012-11-27,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDWU,Pth2r Knockout 2 EPD0108_2_A10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121102,MGP Select,V2,Pth2r,MDWU41.3a,M01316467,+/+,Male,2012-11-02,2013-02-07,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
MDWU,Pth2r Knockout 2 EPD0108_2_A10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20121102,MGP Select,V2,Pth2r,MDWU41.3b,M01316468,+/+,Male,2012-11-02,2013-02-07,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,,-,,-,,-,,-,,-,,-,,-,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,Normal,B6N,C57BL/6N;C57BL/6NTac
