"parameter_stable_id","categories"
"ALTESLIM_001_001_067","bilaterally light,right hand skin light,as described for wt,right hand skin dark,left hand skin dark,left hand skin light,bilaterally dark"
"ALTESLIM_001_001_068","left hand skin colorless,as described for wt,bilaterally colorless,right hand skin colorless,right hand skin variable color,left hand skin variable color,bilaterally variable color"
"ALTESLIM_001_001_069","as described for wt,right hand skin loose,left hand skin loose,bilaterally loose"
"ALTESLIM_001_001_070","bilaterally abnormal color,as described for wt,right hand skin abnormal color,left hand skin abnormal color"
"ALTESLIM_001_001_071","as described for wt,right foot skin patchy,left foot skin patchy,bilaterally patchy"
"ALTESLIM_001_001_072","as described for wt,right foot skin scaly,left foot skin scaly,bilaterally scaly"
"ALTESLIM_001_001_073","as described for wt,right foot skin dry,left foot skin dry,left foot skin wet,bilaterally dry,bilaterally wet,right foot skin wet"
"ALTESLIM_001_001_074","left foot skin dark,as described for wt,bilaterally dark,right foot skin dark,right foot skin light,left foot skin light,bilaterally light"
"ALTESLIM_001_001_075","as described for wt,right foot skin colorless,left foot skin colorless,left foot skin variable color,bilaterally colorless,bilaterally variable color,right foot skin variable color"
"ALTESLIM_001_001_076","bilaterally loose,right foot skin loose,left foot skin loose,as described for wt"
"ALTESLIM_001_001_077","left foot skin abnormal color,as described for wt,bilaterally abnormal color,right foot skin abnormal color"
"ALTESLIM_001_001_078","patchy,as described for wt"
"ALTESLIM_001_001_079","scaly,as described for wt"
"ALTESLIM_001_001_080","dry,as described for wt,wet"
"ALTESLIM_001_001_081","as described for wt,light,dark"
"ALTESLIM_001_001_082","colorless,as described for wt,variable color"
"ALTESLIM_001_001_083","as described for wt,loose"
"ALTESLIM_001_001_084","as described for wt,abnormal color"
"ALTESLIM_001_001_085","as described for wt,abnormal"
"ALTESLIM_001_001_087","wt distribution,increased length,decreased length"
"ALTESLIM_001_001_088","decreased width,wt distribution,increased width"
"ALTESLIM_001_001_089","domed,wt distribution"
"ALTESLIM_001_001_090","as described for wt,asymmetrical"
"ALTESLIM_001_001_091","normal,abnormal"
"ALTESLIM_001_001_092","wt distribution,increased length,decreased length"
"ALTESLIM_001_001_093","decreased width,wt distribution,increased width"
"ALTESLIM_001_001_094","normal,abnormal"
"ALTESLIM_001_001_095","present,absent"
"ALTESLIM_001_001_096","decreased curvature,increased curvature,wt distribution"
"ALTESLIM_001_001_097","decreased length,wt distribution,increased length"
"ALTESLIM_001_001_098","as described for wt,disoriented/random"
"ALTESLIM_001_001_099","as described for wt,cleft"
"ALTESLIM_001_001_100","as described for wt,cleft"
"ALTESLIM_001_001_101","as described for wt,abnormal"
"ALTESLIM_001_001_102","as described for wt,abnormal"
"ALTESLIM_001_001_103","deformed,as described for wt"
"ALTESLIM_001_001_104","present,absent"
"ALTESLIM_001_001_105","as described for wt,discolored"
"ALTESLIM_001_001_106","wt distribution,increased size,decreased size"
"ALTESLIM_001_001_107","present,absent"
"ALTESLIM_001_001_108","left ear abormal,as described for wt,bilaterally abnormal,right ear abnormal"
"ALTESLIM_001_001_109","bilaterally decreased position,left ear decreased position,right ear decreased position,as described for wt"
"ALTESLIM_001_001_110","left ear absent,present,bilaterally absent,right ear absent"
"ALTESLIM_001_001_111","left ear folded,as described for wt,bilaterally folded,right ear folded,right ear pointed,left ear pointed,bilaterally pointed"
"ALTESLIM_001_001_112","left ear increased size,bilaterally decreased size,bilaterally increased size,right ear increased size,wt distribution,right ear decreased size,left ear decreased size"
"ALTESLIM_001_001_113","left ear anteriorly rotated,as described for wt,bilaterally anteriorly rotated,right ear anteriorly rotated,right ear posteriorly rotated,left ear posteriorly rotated,bilaterally posteriorly rotated"
"ALTESLIM_001_001_114","as described for wt,right eye abnormal,left eye abnormal,bilaterally abnormal"
"ALTESLIM_001_001_115","right eye opaque,left eye opaque,left eye transparent,bilaterally opaque,bilaterally transparent,right eye transparent,as described for wt"
"ALTESLIM_001_001_116","left eye absent,present,bilaterally absent,right eye absent"
"ALTESLIM_001_001_117","bilaterally increased size,left eye decreased size,wt distribution,bilaterally decreased size,right eye decreased size,right eye increased size,left eye increased size"
"ALTESLIM_001_001_118","as described for wt,right eye wet,left eye wet,bilaterally wet"
"ALTESLIM_001_001_119","as described for wt,right eye abnormal color,left eye abnormal color,bilaterally abnormal color"
"ALTESLIM_001_001_120","as described for wt,right eyelid closed,left eyelid closed,left eyelid closure incomplete,bilaterally closed,bilateral closure incomplete,right eyelid closure incomplete"
"ALTESLIM_001_001_121","left eyelid absent,bilaterally present,bilaterally absent,right eyelid absent"
"ALTESLIM_001_001_122","abnormal,as described for wt"
"ALTESLIM_001_001_124","increased size,wt distribution,decreased size"
"ALTESLIM_001_001_125","present,absent"
"ALTESLIM_001_001_126","as described for wt,swollen"
"ALTESLIM_001_001_127","as described for wt,abnormal"
"ALTESLIM_001_001_129","decreased size,increased size,wt distribution"
"ALTESLIM_001_001_130","absent,present"
"ALTESLIM_001_001_131","underdeveloped,as described for wt"
"ALTESLIM_001_001_132","left forelimb abnormal,as described for wt,bilaterally abnormal,right forelimb abnormal"
"ALTESLIM_001_001_134","bilaterally decreased size,left forelimb increased size,wt distribution,bilaterally increased size,right forelimb increased size,right forelimb decreased size,left forelimb decreased size"
"ALTESLIM_001_001_135","as described for wt,right forelimb abnormal,left forelimb abnormal,bilaterally abnormal"
"ALTESLIM_001_001_136","as described for wt,right forelimb inflexible,left forelimb inflexible,bilaterally inflexible"
"ALTESLIM_001_001_137","wt distribution,right forelimb increased length,left forelimb increased length,left forelimb decreased length,bilaterally increased length,bilaterally decreased length,right forelimb decreased length"
"ALTESLIM_001_001_138","left forelimb increased thickness,as described for wt,bilaterally increased thickness,right forelimb increased thickness,right forelimb decreased thickness,left forelimb decreased thickness,bilaterally decreased thickness"
"ALTESLIM_001_001_139","as described for wt,right forelimb abnormal,left forelimb abnormal,bilaterally abnormal"
"ALTESLIM_001_001_140","as described for wt,right forelimb joint swollen,left forelimb joint swollen,bilaterally swollen"
"ALTESLIM_001_001_141","right hand abnormal,left hand abnormal,bilaterally abnormal,as described for wt"
"ALTESLIM_001_001_142","wt distribution,right hand decreased size,left hand decreased size,left hand increased size,bilaterally decreased size,bilaterally increased size,right hand increased size"
"ALTESLIM_001_001_143","bilaterally increased length,left hand decreased length,wt distribution,bilaterally decreased length,right hand decreased length,right hand increased length,left hand increased length"
"ALTESLIM_001_001_144","as described for wt,right hand swollen,left hand swollen,bilaterally swollen"
"ALTESLIM_001_001_145","as described for wt,right hand footpad swollen,left hand footpad swollen,bilaterally swollen"
"ALTESLIM_001_001_146","as described for wt,right hand digit decreased number,left hand digit decreased number,left hand digit increased number,bilaterally decreased number,bilaterally increased number,right hand digit increased number"
"ALTESLIM_001_001_147","left hand digit decreased thickness,as described for wt,bilaterally decreased thickness,right hand digit decreased thickness,right hand digit increased thickness,left hand digit increased thickness,bilaterally increased thickness"
"ALTESLIM_001_001_148","present,right hand digit absent,left hand digit absent,bilaterally absent"
"ALTESLIM_001_001_149","as described for wt,right hand digit swollen,left hand digit swollen,bilaterally swollen"
"ALTESLIM_001_001_150","right hand digit length increased,left hand digit length increased,left hand digit length decreased,bilaterally length increased,bilaterally length decreased,right hand digit length decreased,wt distribution"
"ALTESLIM_001_001_151","left hindlimb abnormal,as described for wt,bilaterally abnormal,right hindlimb abnormal"
"ALTESLIM_001_001_153","bilaterally decreased size,left hindlimb increased size,wt distribution,bilaterally increased size,right hindlimb increased size,right hindlimb decreased size,left hindlimb decreased size"
"ALTESLIM_001_001_154","as described for wt,right hindlimb abnormal,left hindlimb abnormal,bilaterally abnormal"
"ALTESLIM_001_001_155","as described for wt,right hindlimb inflexible,left hindlimb inflexible,bilaterally inflexible"
"ALTESLIM_001_001_156","wt distribution,right hindlimb increased length,left hindlimb increased length,left hindlimb decreased length,bilaterally increased length,bilaterally decreased length,right hindlimb decreased length"
"ALTESLIM_001_001_157","left hindlimb increased thickness,as described for wt,bilaterally increased thickness,right hindlimb increased thickness,right hindlimb decreased thickness,left hindlimb decreased thickness,bilaterally decreased thickness"
"ALTESLIM_001_001_158","as described for wt,right hindlimb abnormal,left hindlimb abnormal,bilaterally abnormal"
"ALTESLIM_001_001_159","as described for wt,right hindlimb joint swollen,left hindlimb joint swollen,bilaterally swollen"
"ALTESLIM_001_001_160","right foot abnormal,left foot abnormal,bilaterally abnormal,as described for wt"
"ALTESLIM_001_001_161","wt distribution,right foot decreased size,left foot decreased size,left foot increased size,bilaterally decreased size,bilaterally increased size,right foot increased size"
"ALTESLIM_001_001_162","bilaterally increased length,left foot decreased length,wt distribution,bilaterally decreased length,right foot decreased length,right foot increased length,left foot increased length"
"ALTESLIM_001_001_163","as described for wt,right foot swollen,left foot swollen,bilaterally swollen"
"ALTESLIM_001_001_164","as described for wt,right foot footpad swollen,left foot footpad swollen,bilaterally swollen"
"ALTESLIM_001_001_165","as described for wt,right foot digit decreased number,left foot digit decreased number,left foot digit increased number,bilaterally decreased number,bilaterally increased number,right foot digit increased number"
"ALTESLIM_001_001_166","left foot digit decreased thickness,as described for wt,bilaterally decreased thickness,right foot digit decreased thickness,right foot digit increased thickness,left foot digit increased thickness,bilaterally increased thickness"
"ALTESLIM_001_001_167","present,right foot digit absent,left foot digit absent,bilaterally absent"
"ALTESLIM_001_001_168","as described for wt,right foot digit swollen,left foot digit swollen,bilaterally swollen"
"ALTESLIM_001_001_169","right foot digit length increased,left foot digit length increased,left foot digit length decreased,bilaterally length increased,bilaterally length decreased,right foot digit length decreased,wt distribution"
"ALTESLIM_001_001_170","left nail absent,present,bilaterally absent,right nail absent"
"ALTESLIM_001_001_171","left nail increased length,wt distribution,bilaterally increased length,right nail increased length"
"ALTESLIM_001_001_172","bilaterally straight angle,right nail straight angle,left nail straight angle,as described for wt"
"ALTESLIM_001_001_173","left nail curved,as described for wt,bilaterally curved,right nail curved"
"ALTESLIM_001_001_174","left nail dark,as described for wt,bilaterally dark,right nail dark,right nail light,left nail light,bilaterally light"
"ALTESLIM_001_001_175","as described for wt,abnormal"
"ALTESLIM_001_001_177","absent,present"
"ALTESLIM_001_001_178","wt distribution,increased length,decreased length"
"ALTESLIM_001_001_179","decreased width,wt distribution,increased width"
"ALTESLIM_001_001_180","as described for wt,kinked"
"ALTESLIM_001_001_181","as described for wt,curved"
"ALTRBRCLA_CSD_001_001","Absent,Present"
"ALTRBRCLA_CSD_002_001","As expected,No data,Short,Long"
"ALTRBRCLA_CSD_003_001","No data,Decreased,Increased,As expected"
"ALTRBRCLA_CSD_004_001","As expected,No data,Not as expected"
"ALTRBRCLA_CSD_005_001","Not as expected,As expected,No data"
"ALTRBRCLA_CSD_006_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_007_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_008_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_009_001","Not as expected,As expected,No data"
"ALTRBRCLA_CSD_010_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_011_001","Not as expected,As expected"
"ALTRBRCLA_CSD_012_001","Not as expected,As expected"
"ALTRBRCLA_CSD_013_001","Not as expected,As expected"
"ALTRBRCLA_CSD_014_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_015_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_016_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_017_001","As expected,Both forelimbs - not as expected,One forelimb only - not as expected"
"ALTRBRCLA_CSD_018_001","One forelimb only - not as expected,As expected,Both forelimbs - not as expected"
"ALTRBRCLA_CSD_019_001","Both forelimbs - decreased,Both forelimbs - increased,One forelimb only - decreased,One forelimb only - increased,As expected"
"ALTRBRCLA_CSD_020_001","One hindlimb only - not as expected,As expected,Both hindlimbs - not as expected"
"ALTRBRCLA_CSD_021_001","Both hindlimbs - not as expected,One hindlimb only - not as expected,As expected"
"ALTRBRCLA_CSD_022_001","Both hindlimbs - increased,One hindlimb only - decreased,One hindlimb only - increased,As expected,Both hindlimbs - decreased"
"ALTRBRCLA_CSD_023_001","Not as expected,As expected"
"ALTRBRCLA_CSD_024_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_025_001","Increased,As expected,Decreased"
"ALTRBRCLA_CSD_026_001","Not as expected,As expected"
"ALTRBRCLA_CSD_027_001","As expected,Not as expected"
"ALTRBRCLA_CSD_028_001","Decreased,Increased,As expected"
"ALTRBRCLA_CSD_029_001","Inactive,Increased activity,As expected"
"ALTRBRCLA_CSD_030_001","Present,Absent"
"ALTRBRCLA_CSD_031_001","Extended freeze,Immediate movement,As expected"
"ALTRBRCLA_CSD_033_001","Lack of fluidity in movement,Fluid movement"
"ALTRBRCLA_CSD_034_001","Straub / elevated tail,As expected,No data,Dragging"
"ALTRBRCLA_CSD_036_001","None,Present,No data"
"ALTRBRCLA_CSD_037_001","Other,Retropulsion,Jumping,Circling,None"
"ALTRBRCLA_CSD_038_001","Present,Absent,No data"
"ALTRBRCLA_CSD_039_001","No data,Present,Absent"
"ALTRBRCLA_CSD_040_001","Both forepaws - decreased,Both forepaws - increased,One forepaw - decreased,As expected,One forepaw - increased"
"ALTRBRCLA_CSD_041_001","Both hindpaws - decreased,Both hindpaws - increased,One hindpaw - decreased,One hindpaw - increased,As expected"
"ALTRBRCLA_CSD_042_001","One forepaw - not as expected,As expected,Both forepaws - not as expected"
"ALTRBRCLA_CSD_043_001","Both hindpaws - not as expected,One hindpaw - not as expected,As expected"
"ALTRBRCLA_CSD_044_001","Both forelimbs - increased number,One forelimb - decreased number,One forelimb - increased number,As expected,Both forelimbs - decreased number"
"ALTRBRCLA_CSD_045_001","Both hindlimbs - decreased number,Both hindlimbs - increased number,One hindlimb - decreased number,One hindlimb - increased number,As expected"
"ALTRBRCLA_CSD_046_001","One forelimb - increased size,As expected,Both forelimbs - decreased size,Both forelimbs - increased size,One forelimb - fused,One forelimb - decreased size,Both forelimbs - fused"
"ALTRBRCLA_CSD_047_001","One hindlimb - decreased size,One hindlimb - increased size,As expected,Both hindlimbs - fused,Both hindlimbs - decreased size,Both hindlimbs - increased size,One hindlimb - fused"
"ALTRBRCLA_CSD_048_001","Both forelimbs - not as expected,One forelimb - not as expected,As expected"
"ALTRBRCLA_CSD_049_001","As expected,Both hindlimbs - not as expected,One hindlimb - not as expected"
"ALTRBRCLA_CSD_050_001","One forelimb - increased number,As expected,No data,Both forelimbs - decreased number,Both forelimbs - increased number,One forelimb - decreased number"
"ALTRBRCLA_CSD_051_001","No data,Both hindlimbs - decreased number,Both hindlimbs - increased number,One hindlimb - decreased number,One hindlimb - increased number,As expected"
"ALTRBRCLA_CSD_052_001","One forelimb - increased length,As expected,No data,Both forelimbs - decreased length,Both forelimbs - increased length,One forelimb - decreased length"
"ALTRBRCLA_CSD_053_001","Both hindlimbs - increased length,One hindlimb - decreased length,One hindlimb - increased length,As expected,No data,Both hindlimbs - decreased length"
"ALTRBRCLA_CSD_054_001","No data,Both forelimbs - not as expected,One forelimb - not as expected,As expected"
"ALTRBRCLA_CSD_055_001","One hindlimb - not as expected,As expected,No data,Both hindlimbs - not as expected"
"ALTRBRCLA_CSD_056_001","Not as expected,As expected"
"ALTRBRCLA_CSD_057_001","Not as expected,As expected"
"ALTRBRCLA_CSD_058_001","Not as expected,As expected"
"ALTRBRCLA_CSD_059_001","Not as expected,As expected"
"ALTRBRCLA_CSD_060_001","Not as expected,As expected"
"ALTRBRCLA_CSD_061_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_062_001","As expected,Not as expected"
"ALTRBRCLA_CSD_063_001","Not as expected,As expected"
"ALTRBRCLA_CSD_064_001","As expected,Not as expected"
"ALTRBRCLA_CSD_065_001","Not as expected,As expected"
"ALTRBRCLA_CSD_066_001","As expected,Not as expected"
"ALTRBRCLA_CSD_067_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_068_001","Not as expected,As expected"
"ALTRBRCLA_CSD_069_001","Not as expected,As expected,No data"
"ALTRBRCLA_CSD_070_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_071_001","Absent,As expected"
"ALTRBRCLA_CSD_072_001","Not as expected,As expected,No data"
"ALTRBRCLA_CSD_073_001","No data,Not as expected,As expected"
"ALTRBRCLA_CSD_074_001","Not as expected,As expected"
"ALTRBRCLA_CSD_075_001","Not as expected,As expected"
"ALTRBRCLA_CSD_076_001","Not as expected,As expected"
"ALTRBRCLA_CSD_077_001","Absent,Present,No data"
"ALTRBRCLA_CSD_078_001","Not as expected,As expected"
"ALTRBRCLA_CSD_079_001","As expected,Excessive aggression"
"ALTRBRCLA_CSD_080_001","Absent,Present"
"ALTRBRCLA_WEL_005_001","Withdrawn: Individual Health Concern,Found Dead,Alive,Withdrawn: Control,Withdrawn: Spare,Withdrawn: Environmental Health Concern,Withdrawn: Line Level Health Concern"
"ALTRBRCLA_EYE_001_001","absent left eye,present,absent both eyes,absent right eye"
"ALTRBRCLA_EYE_002_001","no data right eye,no data left eye,present both eyes,present right eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,present left eye,absent"
"ALTRBRCLA_EYE_003_001","absent,no data left eye,present both eyes,present right eye,present left eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,no data right eye"
"ALTRBRCLA_EYE_004_001","both eyes abnormal,right eye abnormal,left eye abnormal,normal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,no data left eye,no data right eye, left eye abnormal"
"ALTRBRCLA_EYE_005_001","no data right eye, left eye closed,no data left eye, right eye closed,right eye closed,left eye closed,normal,no data for both eyes,no data right eye,no data left eye,both eyes closed"
"ALTRBRCLA_EYE_006_001","left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes"
"ALTRBRCLA_EYE_007_001","no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,normal,no data left eye,both eyes abnormal,right eye abnormal,left eye abnormal"
"ALTRBRCLA_EYE_008_001","present both eyes,present right eye,present left eye,absent,no data left eye, present right eye,no data for both eyes,no data right eye,no data left eye,no data right eye, present left eye"
"ALTRBRCLA_EYE_009_001","no data for both eyes,no data right eye,no data left eye,present both eyes,no data right eye, present left eye,no data left eye, present right eye,present right eye,present left eye,absent"
"ALTRBRCLA_EYE_010_001","left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes"
"ALTRBRCLA_EYE_011_001","no data left eye,both eyes abnormal,right eye abnormal,left eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,normal"
"ALTRBRCLA_EYE_012_001","no data right eye, left eye abnormal,both eyes abnormal,right eye abnormal,left eye abnormal,normal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,no data left eye"
"ALTRBRCLA_EYE_013_001","right eye dilated,left eye dilated,normal,no data for both eyes,no data right eye,no data left eye,both eyes dilated,no data right eye, left eye dilated,no data left eye, right eye dilated"
"ALTRBRCLA_EYE_014_001","no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes,left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal"
"ALTRBRCLA_EYE_015_001","normal,no data left eye,both eyes abnormal,right eye abnormal,left eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes,no data right eye"
"ALTRBRCLA_EYE_016_001","no data left eye, right eye abnormal,no data for both eyes,no data right eye,no data left eye,no data right eye, left eye abnormal,both eyes abnormal,right eye abnormal,left eye abnormal,normal"
"ALTRBRCLA_EYE_017_001","present right eye,present left eye,absent,no data for both eyes,no data right eye,no data left eye,present both eyes,no data right eye, present left eye,no data left eye, present right eye"
"ALTRBRCLA_EYE_018_001","no data right eye,no data left eye,present both eyes,present right eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,present left eye,absent"
"ALTRBRCLA_EYE_019_001","absent,no data left eye,present both eyes,present right eye,present left eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,no data right eye"
"ALTRBRCLA_EYE_020_001","both eyes abnormal,right eye abnormal,left eye abnormal,normal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,no data left eye,no data right eye, left eye abnormal"
"ALTRBRCLA_EYE_021_001","no data right eye, left eye abnormal,no data left eye, right eye abnormal,right eye abnormal,left eye abnormal,normal,no data for both eyes,no data right eye,no data left eye,both eyes abnormal"
"ALTRBRCLA_EYE_022_001","left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes"
"ALTRBRCLA_EYE_023_001","no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,normal,no data left eye,both eyes abnormal,right eye abnormal,left eye abnormal"
"ALTRBRCLA_EYE_024_001","both eyes abnormal,right eye abnormal,left eye abnormal,normal,no data left eye, right eye abnormal,no data for both eyes,no data right eye,no data left eye,no data right eye, left eye abnormal"
"ALTRBRCLA_EYE_025_001","no data for both eyes,no data right eye,no data left eye,both eyes abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,right eye abnormal,left eye abnormal,normal"
"ALTRBRCLA_EYE_026_001","left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes"
"ALTRBRCLA_EYE_027_001","no data left eye,present both eyes,present right eye,present left eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,no data right eye,absent"
"ALTRBRCLA_EYE_080_001","absent,no data left eye,present both eyes,present right eye,present left eye,no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,no data right eye"
"ALTRBRCLA_EYE_081_001","present both eyes,present right eye,present left eye,absent,no data left eye, present right eye,no data for both eyes,no data right eye,no data left eye,no data right eye, present left eye"
"ALTRBRCLA_EYE_082_001","no data right eye, left eye abnormal,no data left eye, right eye abnormal,right eye abnormal,left eye abnormal,normal,no data for both eyes,no data right eye,no data left eye,both eyes abnormal"
"ALTRBRCLA_EYE_083_001","left eye abnormal,normal,no data right eye,no data left eye,both eyes abnormal,right eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,no data for both eyes"
"ALTRBRCLA_EYE_084_001","no data right eye, present left eye,no data left eye, present right eye,no data for both eyes,no data right eye,absent,no data left eye,present both eyes,present right eye,present left eye"
"ALTRBRCLA_EYE_085_001","present both eyes,present right eye,present left eye,absent,no data left eye, present right eye,no data for both eyes,no data right eye,no data left eye,no data right eye, present left eye"
"ALTRBRCLA_EYE_086_001","no data for both eyes,no data right eye,no data left eye,present both eyes,no data right eye, present left eye,no data left eye, present right eye,present right eye,present left eye,absent"
"ALTRBRCLA_XRY_001_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_002_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_003_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_004_001","unobservable,imageOnly,abnormal,normal"
"ALTRBRCLA_XRY_005_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_006_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_007_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_010_001","unobservable,imageOnly,abnormal,normal"
"ALTRBRCLA_XRY_011_001","not fused,unobservable,imageOnly,fused"
"ALTRBRCLA_XRY_012_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_018_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_019_001","unobservable,imageOnly,no,yes"
"ALTRBRCLA_XRY_020_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_021_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_022_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_023_001","unobservable,imageOnly,abnormal,normal"
"ALTRBRCLA_XRY_024_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_025_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_026_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_027_001","unobservable,imageOnly,abnormal,normal"
"ALTRBRCLA_XRY_029_001","no syndactylism,unobservable,imageOnly,Syndactylism"
"ALTRBRCLA_XRY_030_001","yes,unobservable,imageOnly,no"
"ALTRBRCLA_XRY_031_001","yes,unobservable,imageOnly,no"
"ALTRBRCLA_XRY_055_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_056_001","unobservable,imageOnly,no,yes"
"ALTRBRCLA_XRY_057_001","no,yes,unobservable,imageOnly"
"ALTRBRCLA_XRY_058_001","no,yes,unobservable,imageOnly"
"ALTRBRCLA_XRY_059_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_060_001","unobservable,imageOnly,no,yes"
"ALTRBRCLA_XRY_061_001","no,yes,unobservable,imageOnly"
"ALTRBRCLA_XRY_062_001","no,yes,unobservable,imageOnly"
"ALTRBRCLA_XRY_063_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_064_001","unobservable,imageOnly,abnormal,normal"
"ALTRBRCLA_XRY_065_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_066_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_067_001","abnormal,normal,unobservable,imageOnly"
"ALTRBRCLA_XRY_068_001","No,Yes"
"ALTRBRCLA_XRY_069_001","abnormal,imageOnly,normal,unobservable"
"ALTRBRCLA_XRY_070_001","imageOnly,unobservable,abnormal,normal"
"ALTRBRCLA_XRY_071_001","normal,unobservable,imageOnly,abnormal"
"ALTRBRCLA_XRY_072_001","abnormal,imageOnly,unobservable,normal"
"ALTRBRCLA_XRY_073_001","imageOnly,normal,abnormal,unobservable"
"ALTRBRCLA_XRY_074_001","unobservable,normal,abnormal,imageOnly"
"ALTRBRCLA_HEM_041_001","No,Yes"
"ALTRBRCLA_BLK_029_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_024_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_017_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_022_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_023_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_031_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_047_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_051_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_025_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_026_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_033_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_052_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_036_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_021_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_041_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_039_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_010_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_011_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_013_001","Blocked banked,Not Block banked"
"ALTRBRCLA_BLK_016_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_045_001","Not Block banked,Block banked"
"ALTRBRCLA_BLK_042_001","Not Block banked,Blocked banked"
"ALTRBRCLA_BLK_044_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_050_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_043_001","Block banked,Not Block banked"
"ALTRBRCLA_BLK_020_001","Not Block banked,Blocked banked"
