"","parameter_stable_id","categories"
"15238","ESLIM_001_001_076","as described for wt,left foot skin loose,right foot skin loose,bilaterally loose"
"15239","ESLIM_001_001_110","present,left ear absent,right ear absent,bilaterally absent"
"15240","ESLIM_001_001_071","as described for wt,left foot skin patchy,right foot skin patchy,bilaterally patchy"
"15241","ESLIM_001_001_073","as described for wt,left foot skin dry,right foot skin dry,bilaterally dry,left foot skin wet,right foot skin wet,bilaterally wet"
"15242","ESLIM_001_001_005","wt distribution,decreased thickness,increased thickness"
"15243","ESLIM_001_001_126","as described for wt,swollen"
"15244","ESLIM_001_001_127","as described for wt,abnormal"
"15245","ESLIM_001_001_122","as described for wt,abnormal"
"15246","ESLIM_001_001_124","wt distribution,increased size,decreased size"
"15248","ESLIM_001_001_004","wt distribution,decreased length,increased length"
"15249","ESLIM_001_001_125","present,absent"
"15250","ESLIM_001_001_085","as described for wt,abnormal"
"15252","ESLIM_001_001_087","wt distribution,decreased length,increased length"
"15254","ESLIM_001_001_120","as described for wt,left eyelid closed,right eyelid closed,bilaterally closed,left eyelid closure incomplete,right eyelid closure incomplete,bilateral closure incomplete"
"15255","ESLIM_001_001_088","wt distribution,decreased width,increased width"
"15256","ESLIM_001_001_121","bilaterally present,left eyelid absent,right eyelid absent,bilaterally absent"
"15257","ESLIM_001_001_081","as described for wt,dark,light"
"15258","ESLIM_001_001_082","as described for wt,colorless,variable color"
"15259","ESLIM_001_001_013","as described for wt,patchy"
"15260","ESLIM_001_001_130","present,absent"
"15261","ESLIM_001_001_092","wt distribution,decreased length,increased length"
"15262","ESLIM_001_001_023","as described for wt,flaky,greasy"
"15263","ESLIM_001_001_147","as described for wt,left hand digit decreased thickness,right hand digit decreased thickness,bilaterally decreased thickness,left hand digit increased thickness,right hand digit increased thickness,bilaterally increased thickness"
"15264","ESLIM_001_001_143","wt distribution,left hand decreased length,right hand decreased length,bilaterally decreased length,left hand increased length,right hand increased length,bilaterally increased length"
"15265","ESLIM_001_001_156","wt distribution,left hindlimb increased length,right hindlimb increased length,bilaterally increased length,left hindlimb decreased length,right hindlimb decreased length,bilaterally decreased length"
"15266","ESLIM_001_001_030","as described for wt,sparse"
"15267","ESLIM_001_001_032","as described for wt,matted"
"15268","ESLIM_001_001_049","as described for wt,abnormal color"
"15269","ESLIM_001_001_167","present,left foot digit absent,right foot digit absent,bilaterally absent"
"15270","ESLIM_001_001_169","wt distribution,left foot digit length increased,right foot digit length increased,bilaterally length increased,left foot digit length decreased,right foot digit length decreased,bilaterally length decreased"
"15271","ESLIM_001_001_163","as described for wt,left foot swollen,right foot swollen,bilaterally swollen"
"15272","ESLIM_001_001_044","as described for wt,scaly"
"15273","ESLIM_001_001_040","as described for wt,matted"
"15274","ESLIM_001_001_028","as described for wt,erect"
"15275","ESLIM_001_001_177","present,absent"
"15276","ESLIM_001_001_058","as described for wt,left ear skin scaly,right ear skin scaly,bilaterally scaly"
"15277","ESLIM_001_001_052","as described for wt,dry,wet"
"15278","ESLIM_001_001_174","as described for wt,left nail dark,right nail dark,bilaterally dark,left nail light,right nail light,bilaterally light"
"15279","ESLIM_001_001_055","as described for wt,loose"
"15280","ESLIM_001_001_050","as described for wt,patchy"
"15281","ESLIM_001_001_172","as described for wt,left nail straight angle,right nail straight angle,bilaterally straight angle"
"15282","ESLIM_004_001_805","whole blood glucose concentration,plasma glucose concentration estimated from whole blood"
"15283","ESLIM_006_001_007","imageOnly,normal,abnormal"
"15284","ESLIM_006_001_006","imageOnly,normal,abnormal"
"15285","ESLIM_006_001_005","imageOnly,normal,abnormal"
"15286","ESLIM_006_001_009","imageOnly,normal,abnormal"
"15287","ESLIM_006_001_008","imageOnly,normal,abnormal"
"15288","ESLIM_006_001_030","imageOnly,normal,abnormal"
"15289","ESLIM_006_001_014","imageOnly,fused,not fused"
"15290","ESLIM_006_001_034","yes,no"
"15291","ESLIM_006_001_011","imageOnly,normal,abnormal"
"15292","ESLIM_001_001_016","as described for wt,matted"
"15293","ESLIM_001_001_017","as described for wt,abnormal color"
"15294","ESLIM_001_001_018","as described for wt,mono-colored,multi-colored,spotted"
"15295","ESLIM_001_001_019","present,absent"
"15296","ESLIM_001_001_014","as described for wt,sparse"
"15297","ESLIM_001_001_015","as described for wt,flaky,greasy"
"15298","ESLIM_001_001_097","wt distribution,decreased length,increased length"
"15299","ESLIM_001_001_098","as described for wt,disoriented/random"
"15300","ESLIM_001_001_011","present,absent"
"15301","ESLIM_001_001_132","as described for wt,left forelimb abnormal,right forelimb abnormal,bilaterally abnormal"
"15302","ESLIM_001_001_094","normal,abnormal"
"15303","ESLIM_001_001_027","present,absent"
"15304","ESLIM_001_001_148","present,left hand digit absent,right hand digit absent,bilaterally absent"
"15305","ESLIM_001_001_149","as described for wt,left hand digit swollen,right hand digit swollen,bilaterally swollen"
"15306","ESLIM_001_001_144","as described for wt,left hand swollen,right hand swollen,bilaterally swollen"
"15307","ESLIM_001_001_145","as described for wt,left hand footpad swollen,right hand footpad swollen,bilaterally swollen"
"15308","ESLIM_001_001_146","as described for wt,left hand digit decreased number,right hand digit decreased number,bilaterally decreased number,left hand digit increased number,right hand digit increased number,bilaterally increased number"
"15309","ESLIM_001_001_140","as described for wt,left forelimb joint swollen,right forelimb joint swollen,bilaterally swollen"
"15310","ESLIM_001_001_141","as described for wt,left hand abnormal,right hand abnormal,bilaterally abnormal"
"15311","ESLIM_001_001_142","wt distribution,left hand decreased size,right hand decreased size,bilaterally decreased size,left hand increased size,right hand increased size,bilaterally increased size"
"15312","ESLIM_001_001_038","as described for wt,sparse"
"15313","ESLIM_001_001_039","as described for wt,flaky,greasy"
"15314","ESLIM_001_001_155","as described for wt,left hindlimb inflexible,right hindlimb inflexible,bilaterally inflexible"
"15315","ESLIM_001_001_036","as described for wt,erect"
"15316","ESLIM_001_001_037","as described for wt,patchy"
"15317","ESLIM_001_001_151","as described for wt,left hindlimb abnormal,right hindlimb abnormal,bilaterally abnormal"
"15318","ESLIM_001_001_033","as described for wt,abnormal color"
"15319","ESLIM_001_001_154","as described for wt,left hindlimb abnormal,right hindlimb abnormal,bilaterally abnormal"
"15320","ESLIM_001_001_045","as described for wt,dry,wet"
"15321","ESLIM_001_001_046","as described for wt,dark,light"
"15322","ESLIM_001_001_168","as described for wt,left foot digit swollen,right foot digit swollen,bilaterally swollen"
"15323","ESLIM_001_001_041","as described for wt,abnormal"
"15324","ESLIM_001_001_043","as described for wt,patchy"
"15325","ESLIM_001_001_165","as described for wt,left foot digit decreased number,right foot digit decreased number,bilaterally decreased number,left foot digit increased number,right foot digit increased number,bilaterally increased number"
"15326","ESLIM_001_001_161","wt distribution,left foot decreased size,right foot decreased size,bilaterally decreased size,left foot increased size,right foot increased size,bilaterally increased size"
"15327","ESLIM_001_001_057","as described for wt,left ear skin patchy,right ear skin patchy,bilaterally patchy"
"15328","ESLIM_001_001_179","wt distribution,decreased width,increased width"
"15329","ESLIM_001_001_173","as described for wt,left nail curved,right nail curved,bilaterally curved"
"15330","ESLIM_001_001_175","as described for wt,abnormal"
"15331","ESLIM_001_001_170","present,left nail absent,right nail absent,bilaterally absent"
"15332","ESLIM_001_001_051","as described for wt,scaly"
"15333","ESLIM_001_001_024","as described for wt,matted"
"15334","ESLIM_001_001_158","as described for wt,left hindlimb abnormal,right hindlimb abnormal,bilaterally abnormal"
"15335","ESLIM_001_001_031","as described for wt,flaky,greasy"
"15336","ESLIM_001_001_153","wt distribution,left hindlimb increased size,right hindlimb increased size,bilaterally increased size,left hindlimb decreased size,right hindlimb decreased size,bilaterally decreased size"
"15337","ESLIM_001_001_150","wt distribution,left hand digit length increased,right hand digit length increased,bilaterally length increased,left hand digit length decreased,right hand digit length decreased,bilaterally length decreased"
"15338","ESLIM_001_001_166","as described for wt,left foot digit decreased thickness,right foot digit decreased thickness,bilaterally decreased thickness,left foot digit increased thickness,right foot digit increased thickness,bilaterally increased thickness"
"15339","ESLIM_001_001_047","as described for wt,colorless,variable color"
"15340","ESLIM_001_001_048","as described for wt,loose"
"15341","ESLIM_001_001_162","wt distribution,left foot decreased length,right foot decreased length,bilaterally decreased length,left foot increased length,right foot increased length,bilaterally increased length"
"15342","RBRCLA_CSD_048_001","As expected,One forelimb - not as expected,Both forelimbs - not as expected"
"15343","ESLIM_001_001_164","as described for wt,left foot footpad swollen,right foot footpad swollen,bilaterally swollen"
"15344","ESLIM_001_001_160","as described for wt,left foot abnormal,right foot abnormal,bilaterally abnormal"
"15345","ESLIM_001_001_056","as described for wt,abnormal color"
"15346","RBRCLA_CSD_040_001","As expected,One forepaw - decreased,Both forepaws - increased,Both forepaws - decreased,One forepaw - increased"
"15347","ESLIM_001_001_178","wt distribution,decreased length,increased length"
"15348","RBRCLA_CSD_057_001","As expected,Not as expected"
"15349","ESLIM_001_001_059","as described for wt,left ear skin dry,right ear skin dry,bilaterally dry,left ear skin wet,right ear skin wet,bilaterally wet"
"15350","RBRCLA_CSD_023_001","As expected,Not as expected"
"15351","ESLIM_001_001_053","as described for wt,dark,light"
"15352","RBRCLA_CSD_014_001","As expected,Not as expected,No data"
"15353","ESLIM_001_001_054","as described for wt,colorless,variable color"
"15354","RBRCLA_CSD_066_001","As expected,Not as expected"
"15355","RBRCLA_CSD_055_001","As expected,One hindlimb - not as expected,Both hindlimbs - not as expected,No data"
"15356","ESLIM_001_001_171","wt distribution,left nail increased length,right nail increased length,bilaterally increased length"
"15357","RBRCLA_CSD_025_001","As expected,Increased,Decreased"
"15358","RBRCLA_CSD_042_001","As expected,One forepaw - not as expected,Both forepaws - not as expected"
"15359","RBRCLA_CSD_008_001","As expected,Not as expected,No data"
"15360","RBRCLA_CSD_072_001","As expected,Not as expected,No data"
"15361","RBRCLA_CSD_071_001","As expected,Absent"
"15362","RBRCLA_CSD_009_001","As expected,Not as expected,No data"
"15363","RBRCLA_CSD_039_001","Absent,Present,No data"
"15364","RBRCLA_CSD_041_001","As expected,One hindpaw - increased,One hindpaw - decreased,Both hindpaws - increased,Both hindpaws - decreased"
"15365","RBRCLA_CSD_069_001","As expected,Not as expected,No data"
"15366","RBRCLA_CSD_011_001","As expected,Not as expected"
"15367","RBRCLA_CSD_026_001","As expected,Not as expected"
"15368","RBRCLA_CSD_054_001","As expected,One forelimb - not as expected,Both forelimbs - not as expected,No data"
"15369","RBRCLA_CSD_013_001","As expected,Not as expected"
"15370","RBRCLA_CSD_043_001","As expected,One hindpaw - not as expected,Both hindpaws - not as expected"
"15371","RBRCLA_CSD_024_001","As expected,Not as expected,No data"
"15372","RBRCLA_CSD_037_001","None,Circling,Jumping,Retropulsion,Other"
"15373","ESLIM_004_001_804","yes,no"
"15374","RBRCLA_CSD_056_001","As expected,Not as expected"
"15375","RBRCLA_CSD_030_001","Absent,Present"
"15376","RBRCLA_CSD_060_001","As expected,Not as expected"
"15377","RBRCLA_CSD_073_001","As expected,Not as expected,No data"
"15378","RBRCLA_CSD_007_001","As expected,Not as expected,No data"
"15379","RBRCLA_CSD_038_001","Absent,Present,No data"
"15380","RBRCLA_CSD_068_001","As expected,Not as expected"
"15381","RBRCLA_CSD_012_001","As expected,Not as expected"
"15382","ESLIM_006_001_029","imageOnly,normal,abnormal"
"15383","ESLIM_006_001_026","imageOnly,yes,no"
"15384","ESLIM_006_001_010","imageOnly,normal,abnormal"
"15385","RBRCLA_OFD_033_001","Wide beam break,Video tracking"
"15386","ESLIM_006_001_013","imageOnly,normal,abnormal"
"15387","ESLIM_006_001_012","imageOnly,normal,abnormal"
"15388","RBRCLA_OFD_029_001","Black,Transparent,White,Grey"
"15389","RBRCLA_ECG_017_001","Mouse Specifics\, Inc.,AD Instruments,World Precision Instruments"
"15390","RBRCLA_OFD_034_001","45x45,43.2x43.2,40.5x40.5,40x40,44x44,42x42,44.5x44.5,50x50"
"15391","RBRCLA_OFD_049_001","8.6,6.8"
"15392","RBRCLA_ECG_018_001","ECGenie,ML870/p,ML826/FE132,Iso-DAM8A,ECGenie + gel pads,ML866"
"15393","RBRCLA_ECG_019_001","Isoflurane,Avertin,Tribromoethanol,No anesthesia"
"15394","RBRCLA_OFD_024_001","TSE Systems,MED Associates Inc,San Diego,O'hara CO Ltd.,Panlab,Noldus,Accuscan,Columbus Instruments,Biobserve"
"15395","RBRCLA_IPG_006_001","yes,No"
"15396","RBRCLA_OFD_032_001",",7.6,7.35,9.39,7.5,7.9"
"15397","RBRCLA_IPG_005_001","32004-02,Accu-Chek Aviva,Accu-Chek Performa,One Touch Ultra 2,Super Glucocard II GT-1640,GLUCOCARD G+meter GT-1820,Alphatrak 2,GM9,Accu-Chek Aviva Connect,Accu-Chek Guide"
"15398","RBRCLA_IPG_007_001","Whole blood,Plasma,Plasma\, no maltose interference"
"15399","RBRCLA_IPG_004_001","Abbott,Roche Diagnostic,Lifescan,ARKRAY factory.Inc,Analox,Roche Diabetes Care"
"15400","RBRCLA_ABR_034_001","0-85,20-85,0-95,20-90"
"15401","RBRCLA_ABR_042_001","Ketamine,Avertin,Pentobarbital"
"15402","RBRCLA_ABR_051_001","RP2.1 based system\, RA4PA Medusa Preamplifier,III,Smart EP,RZ6-A-P1 bioacoustic system\, RA4PA pre-amp / Digitizer\, RA4LI headstage\, MF1-S multi field speaker,RZ6\, Z-series 2-DSP bioacoustic system\, Medusa PreAmp/Digitizer\, Medusa LI headstage\, Multi field speaker/Stereo"
"15403","RBRCLA_ABR_052_001","Sanger bespoke averager software,Cambridge Electronic Design,HIS Smart,BioSigRZ,SmartEP,Tucker Davis Technologies"
"15404","RBRCLA_ABR_035_001",","
"15405","RBRCLA_ABR_044_001",",0.1,0.8,0.11,0.011,,0.2,0.08"
"15406","RBRCLA_ABR_043_001","Xylazine,Avertin,None"
"15407","RBRCLA_ABR_045_001","0.016,0.011,0.01,0.1,,0.02,"
"15408","RBRCLA_ABR_032_001","0-85,0-95,20-85,0-90,0-80"
"15409","RBRCLA_ABR_031_001","0-85,20-85,0-95,0-90"
"15410","RBRCLA_ABR_016_001","Yes,No"
"15411","RBRCLA_ABR_029_001","0-75,0-85,0-88"
"15412","RBRCLA_ABR_041_001","In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),Sound proof room,Sound proof booth,Med Associates PVC sound attenuated chamber"
"15413","RBRCLA_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"15414","RBRCLA_XRY_005_001","normal,abnormal,imageOnly,unobservable"
"15415","RBRCLA_XRY_030_001","yes,no,imageOnly,unobservable"
"15416","RBRCLA_XRY_022_001","normal,abnormal,imageOnly,unobservable"
"15417","RBRCLA_XRY_056_001","yes,no,imageOnly,unobservable"
"15418","RBRCLA_OFD_025_001","ActiMot / MoTil,MED-OFA-RS,2325-0248,TijmeOF9,LE8822,Unknown,ActiMot / MoTil 480 x 480 mm,VMX 1.4b,Opto-Varimex 4"
"15419","RBRCLA_OFD_026_001",",,,"
"15420","RBRCLA_OFD_039_001","06.15 / 07.01,Topscan Lite,Image OF,Actitrack system,Ethovision XT v8.5,Versamax 4.2,TSE ActiMot Vers. 08.00,Activity Monitor V6.02,Opto-Varimex 4 AutoTrack System 4.97,TimeOFCR4"
"15421","RBRCLA_GRS_007_001","HMGU plate,Not HMGU plate,45 Degree cross wired"
"15422","RBRCLA_GRS_006_001","Chatillon,Bioseb,Columbus Instruments"
"15423","RBRCLA_GRS_013_001","Ametek,Bio-GT3+MR,Bio-GS3,Bio-GS2,E-DFD-E-002,DFIS 2,DFE II,DFE,Ametek_old,BIO-GT3"
"15424","RBRCLA_ECG_024_001","eMouse,Matlab"
"15425","RBRCLA_ABR_046_001","Intraperitoneal,Intramuscular"
"15426","RBRCLA_ABR_033_001","0-85,20-85,10-90,0-95,0-90"
"15427","RBRCLA_ABR_050_001","TDT (Tucker Davis Technologies),Intelligent Hearing Systems"
"15428","RBRCLA_EYE_042_001","Pentacam"
"15429","RBRCLA_ABR_028_001","Click,6\,12\,18\,24\,30 kHz,Tone\,6\,12\,18\,24\,30 kHz,Click\,6\,12\,18\,24\,30 kHz"
"15430","RBRCLA_ABR_039_001","42.6,,"
"15431","RBRCLA_ABR_038_001",",0.2"
"15432","RBRCLA_ABR_030_001","0-85,20-85,20-90,0-95,0-88"
"15433","RBRCLA_ABR_040_001",",,,"
"15434","RBRCLA_ABR_036_001",""
"15435","RBRCLA_ABR_037_001",",,"
"15436","RBRCLA_XRY_025_001","normal,abnormal,imageOnly,unobservable"
"15437","RBRCLA_XRY_029_001","no syndactylism,Syndactylism,imageOnly,unobservable"
"15438","RBRCLA_XRY_068_001","Yes,No"
"15439","RBRCLA_XRY_059_001","normal,abnormal,imageOnly,unobservable"
"15440","RBRCLA_XRY_002_001","normal,abnormal,imageOnly,unobservable"
"15441","RBRCLA_XRY_063_001","normal,abnormal,imageOnly,unobservable"
"15442","RBRCLA_XRY_058_001","yes,no,imageOnly,unobservable"
"15443","RBRCLA_XRY_031_001","yes,no,imageOnly,unobservable"
"15444","RBRCLA_XRY_061_001","yes,no,imageOnly,unobservable"
"15445","RBRCLA_EYE_084_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15446","RBRCLA_EYE_008_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15447","RBRCLA_EYE_038_001","Bioptigen,Heidelberg Engineering"
"15448","RBRCLA_EYE_012_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15449","RBRCLA_IMM_104_001","Life Technologies,Biolegend,Sigma,home brew"
"15450","RBRCLA_IMM_112_001","Life Technologies"
"15451","RBRCLA_IMM_082_001","GentleMACS,manual"
"15452","RBRCLA_IMM_114_001","Life Technologies"
"15453","RBRCLA_IMM_090_001","eBioscience,BD PharmLyse,Jax,JMC,LONZA"
"15454","RBRCLA_XRY_057_001","yes,no,imageOnly,unobservable"
"15455","RBRCLA_EYE_032_001","SL30,SL130,BQ 900 LED/IM-900,S350,SL-15,SL 990,SL 139,30 SL-M,Micron III slit lamp extension,SL-7E"
"15456","RBRCLA_EYE_045_001","Ketamine+Xylazine,Isoflurane,Euthatal,Avertin,No anesthesia,Ketamine+Medetomidine"
"15457","RBRCLA_EYE_015_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15458","RBRCLA_EYE_080_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15459","RBRCLA_EYE_002_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15460","RBRCLA_EYE_017_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15461","RBRCLA_EYE_004_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15462","RBRCLA_EYE_034_001","Haag-Streit,Heine,Phoenix,Kowa,Karl Storz / Nikon,Phoenix Research Labs,Heine / Volk,Keeler LTD"
"15463","RBRCLA_EYE_021_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15464","RBRCLA_EYE_020_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15465","RBRCLA_EYE_003_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"15466","RBRCLA_EYE_013_001","normal,left eye dilated,right eye dilated,both eyes dilated,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye dilated,no data right eye\, left eye dilated"
"15467","RBRCLA_EYE_082_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15468","RBRCLA_EYE_039_001","EnvisuTM R-Series SDOIS,Envisu R2200,Spectralis"
"15469","RBRCLA_EYE_031_001","Zeiss,Haag-Streit,MuLe,Kowa,CSO,Phoenix Research Labs,Topcon"
"15470","RBRCLA_EYE_005_001","normal,left eye closed,right eye closed,both eyes closed,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye closed,no data right eye\, left eye closed"
"15471","RBRCLA_EYE_014_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"15476","RBRCLA_IMM_098_001","D1408,H6136-1L,041-20211,14190-144,L 182-10,HBSS 1X 14170-088,14175-095"
"15478","RBRCLA_IMM_101_001","Sigma"
"15481","RBRCLA_IMM_110_001","Life Technologies"
"15484","RBRCLA_IMM_106_001",",RT"
"15487","RBRCLA_IMM_087_001","Life Technologies,American Optical,Beckman Coulter,BD Biosciences,Merck Millipore,Orflo"
"15488","RBRCLA_IMM_081_001","Injection narcosis with Sodium Pentobarbital (Somnopentyl),none,Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin),Isoflurane"
"15497","RBRCLA_IMM_077_001","FACS,Fortessa_1,LSR II,Flow cytometer"
"15500","RBRCLA_IMM_115_001",""
"15535","RBRCLA_IMM_079_001","BD LSRFortessa Cell Analyzer,H47100123,Gallios,FACSAria III,BD LSR-II,CANTO-II"
"15537","ESLIM_001_001_025","as described for wt,abnormal color"
"15538","ESLIM_001_001_026","as described for wt,mono-colored,multi-colored,spotted"
"15539","ESLIM_001_001_020","as described for wt,erect"
"15540","ESLIM_001_001_021","as described for wt,patchy"
"15541","ESLIM_001_001_022","as described for wt,sparse"
"15542","ESLIM_001_001_159","as described for wt,left hindlimb joint swollen,right hindlimb joint swollen,bilaterally swollen"
"15543","ESLIM_001_001_034","as described for wt,mono-colored,multi-colored,spotted"
"15544","ESLIM_001_001_035","present,absent"
"15545","ESLIM_001_001_157","as described for wt,left hindlimb increased thickness,right hindlimb increased thickness,bilaterally increased thickness,left hindlimb decreased thickness,right hindlimb decreased thickness,bilaterally decreased thickness"
"15546","ESLIM_006_001_018","imageOnly,normal,abnormal"
"15547","ESLIM_006_001_017","imageOnly,normal,abnormal"
"15548","ESLIM_006_001_019","imageOnly,normal,abnormal"
"15549","ESLIM_006_001_021","imageOnly,normal,abnormal"
"15550","ESLIM_006_001_020","imageOnly,syndactylism,no syndactylism"
"15551","ESLIM_006_001_003","imageOnly,yes,no"
"15552","ESLIM_006_001_002","imageOnly,yes,no"
"15553","ESLIM_006_001_001","imageOnly,normal,abnormal"
"15554","ESLIM_006_001_023","imageOnly,normal,abnormal"
"15555","ESLIM_006_001_022","imageOnly,normal,abnormal"
"15556","ESLIM_021_001_811","fresh,frozen"
"15557","ESLIM_021_001_809","yes,no"
"15558","ESLIM_021_001_807","yes,no"
"15559","ESLIM_021_001_814","yes,no"
"15560","ESLIM_020_001_007","yes,no"
"15561","ESLIM_020_001_004","yes,no"
"15562","ESLIM_020_001_803","xray,dissected tibia"
"15563","ESLIM_020_001_806","yes,no"
"15564","ESLIM_020_001_805","yes,no"
"15565","ESLIM_020_001_804","yes,no"
"15566","RBRCLA_BWT_007_001","AV2101,SI-2002,SL-3100D,TP-202,PG3001-S,Adventurer Pro,440-47N,AM100,XS802S,AB104-S,AV212C,PCB2000-1,440-33,440-47,572-35,770-14,EMB220-1,EMB500-1,EMB600-2,EW600-2M,BL310,Navigator 34120,AV213C,VIC-511,VIC-123,BP6100,CPA3202S,EMB 200-2,Entris 2201-1S"
"15567","RBRCLA_BWT_004_001","Ohaus,Denver Instrument,Scientech,Mettler Toledo,Kern & Sohn GmbH,Sartorius,Acculab"
"15568","RBRCLA_CSD_079_001","As expected,Excessive aggression"
"15569","RBRCLA_CSD_001_001","Present,Absent"
"15570","RBRCLA_CSD_036_001","Present,None,No data"
"15571","RBRCLA_CSD_061_001","As expected,Not as expected,No data"
"15572","RBRCLA_CSD_019_001","As expected,One forelimb only - increased,One forelimb only - decreased,Both forelimbs - increased,Both forelimbs - decreased"
"15573","RBRCLA_CSD_044_001","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number"
"15574","RBRCLA_CSD_002_001","As expected,Long,Short,No data"
"15575","RBRCLA_CSD_078_001","As expected,Not as expected"
"15576","RBRCLA_CSD_028_001","As expected,Increased,Decreased"
"15577","RBRCLA_CSD_052_001","As expected,One forelimb - increased length,One forelimb - decreased length,Both forelimbs - increased length,Both forelimbs - decreased length,No data"
"15578","RBRCLA_CSD_018_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"15579","RBRCLA_CSD_062_001","As expected,Not as expected"
"15580","RBRCLA_CSD_045_001","As expected,One hindlimb - increased number,One hindlimb - decreased number,Both hindlimbs - increased number,Both hindlimbs - decreased number"
"15581","RBRCLA_CSD_070_001","As expected,Not as expected,No data"
"15582","RBRCLA_CSD_010_001","As expected,Not as expected,No data"
"15583","RBRCLA_CSD_053_001","As expected,One hindlimb - increased length,One hindlimb - decreased length,Both hindlimbs - increased length,Both hindlimbs - decreased length,No data"
"15584","RBRCLA_CSD_027_001","As expected,Not as expected"
"15585","RBRCLA_CSD_080_001","Present,Absent"
"15586","RBRCLA_CSD_050_001","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number,No data"
"15587","RBRCLA_CSD_017_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"15588","RBRCLA_CSD_020_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"15589","RBRCLA_CSD_033_001","Fluid movement,Lack of fluidity in movement"
"15590","RBRCLA_CSD_047_001","As expected,One hindlimb - increased size,One hindlimb - decreased size,One hindlimb - fused,Both hindlimbs - increased size,Both hindlimbs - decreased size,Both hindlimbs - fused"
"15591","RBRCLA_CSD_004_001","As expected,Not as expected,No data"
"15592","RBRCLA_CSD_076_001","As expected,Not as expected"
"15593","RBRCLA_CSD_063_001","As expected,Not as expected"
"15594","RBRCLA_CSD_059_001","As expected,Not as expected"
"15595","RBRCLA_CSD_046_001","As expected,One forelimb - increased size,One forelimb - decreased size,One forelimb - fused,Both forelimbs - increased size,Both forelimbs - decreased size,Both forelimbs - fused"
"15596","RBRCLA_CSD_034_001","As expected,Straub / elevated tail,Dragging,No data"
"15597","RBRCLA_CSD_064_001","As expected,Not as expected"
"15598","RBRCLA_CSD_016_001","As expected,Not as expected,No data"
"15599","RBRCLA_CSD_021_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"15600","RBRCLA_CSD_077_001","Present,Absent,No data"
"15601","RBRCLA_CSD_003_001","As expected,Increased,Decreased,No data"
"15602","RBRCLA_CSD_051_001","As expected,One hindlimb - increased number,One hindlimb - decreased number,Both hindlimbs - increased number,Both hindlimbs - decreased number,No data"
"15603","RBRCLA_CSD_029_001","As expected,Increased activity,Inactive"
"15604","RBRCLA_CSD_006_001","As expected,Not as expected,No data"
"15605","RBRCLA_CSD_031_001","As expected,Immediate movement,Extended freeze"
"15606","RBRCLA_CSD_049_001","As expected,One hindlimb - not as expected,Both hindlimbs - not as expected"
"15607","RBRCLA_CSD_074_001","As expected,Not as expected"
"15608","RBRCLA_CSD_058_001","As expected,Not as expected"
"15609","RBRCLA_CSD_015_001","As expected,Not as expected,No data"
